Square Footage,County,Agency Name
6200,McDonough,Western Illinois University
3000,McDonough,Western Illinois University
116800,McDonough,Western Illinois University
135200,McDonough,Western Illinois University
116800,McDonough,Western Illinois University
61860,McDonough,Western Illinois University
98150,McDonough,Western Illinois University
135200,McDonough,Western Illinois University
5618,McDonough,Western Illinois University
228083,McDonough,Western Illinois University
300097,McDonough,Western Illinois University
183682,McDonough,Western Illinois University
14508,McDonough,Western Illinois University
36788,McDonough,Western Illinois University
17600,McDonough,Western Illinois University
52566,Rock Island,Western Illinois University
30182,McLean,Illinois State University
59455,McLean,Illinois State University
34611,McLean,Illinois State University
40169,McLean,Illinois State University
198393,McLean,Illinois State University
63440,McLean,Illinois State University
50408,McLean,Illinois State University
58060,McLean,Illinois State University
48348,McLean,Illinois State University
53096,McLean,Illinois State University
81969,McLean,Illinois State University
97118,McLean,Illinois State University
22101,McLean,Illinois State University
67807,McLean,Illinois State University
5000,McLean,Illinois State University
16850,McLean,Illinois State University
1144,McLean,Illinois State University
162180,McLean,Illinois State University
65898,McLean,Illinois State University
57170,McLean,Illinois State University
115376,McLean,Illinois State University
132916,McLean,Illinois State University
2593,McLean,Illinois State University
230710,McLean,Illinois State University
50553,McLean,Illinois State University
1274,McLean,Illinois State University
13498,McLean,Illinois State University
2000,McLean,Illinois State University
500,McLean,Illinois State University
860,McLean,Illinois State University
6356,McLean,Illinois State University
2632,McLean,Illinois State University
2632,McLean,Illinois State University
125000,McLean,Illinois State University
495,McLean,Illinois State University
320,McLean,Illinois State University
2632,McLean,Illinois State University
2627,McLean,Illinois State University
1800,McLean,Illinois State University
2470,McLean,Illinois State University
2632,McLean,Illinois State University
70000,McLean,Illinois State University
760,McLean,Illinois State University
4000,McLean,Illinois State University
3500,McLean,Illinois State University
5184,McLean,Illinois State University
1080,McLean,Illinois State University
2240,McLean,Illinois State University
7000,McLean,Illinois State University
3900,McLean,Illinois State University
2835,McLean,Illinois State University
5556,McLean,Illinois State University
1800,McLean,Illinois State University
3172,McLean,Illinois State University
12096,McLean,Illinois State University
12096,McLean,Illinois State University
2880,McLean,Illinois State University
5184,McLean,Illinois State University
6300,McLean,Illinois State University
2170,McLean,Illinois State University
6000,McLean,Illinois State University
5000,McLean,Illinois State University
3000,McLean,Illinois State University
2000,McLean,Illinois State University
2717,DeKalb,Northern Illinois University
32708,DeKalb,Northern Illinois University
6785,DeKalb,Northern Illinois University
23072,DeKalb,Northern Illinois University
3018,DeKalb,Northern Illinois University
132907,DeKalb,Northern Illinois University
38305,DeKalb,Northern Illinois University
30727,DeKalb,Northern Illinois University
20807,DeKalb,Northern Illinois University
31833,DeKalb,Northern Illinois University
71274,DeKalb,Northern Illinois University
75704,DeKalb,Northern Illinois University
4698,DeKalb,Northern Illinois University
30545,DeKalb,Northern Illinois University
164939,DeKalb,Northern Illinois University
49908,DeKalb,Northern Illinois University
2690,,Northern Illinois University
127427,DeKalb,Northern Illinois University
6312,DeKalb,Northern Illinois University
66475,DeKalb,Northern Illinois University
30000,DeKalb,Northern Illinois University
1292,DeKalb,Northern Illinois University
55975,DeKalb,Northern Illinois University
79449,DeKalb,Northern Illinois University
16500,DeKalb,Northern Illinois University
255183,DeKalb,Northern Illinois University
109300,DeKalb,Northern Illinois University
98326,DeKalb,Northern Illinois University
87852,DeKalb,Northern Illinois University
15537,DeKalb,Northern Illinois University
78074,DeKalb,Northern Illinois University
38286,DeKalb,Northern Illinois University
50343,DeKalb,Northern Illinois University
104104,DeKalb,Northern Illinois University
98113,DeKalb,Northern Illinois University
128328,DeKalb,Northern Illinois University
2786,,Northern Illinois University
2372,,Northern Illinois University
1888,,Northern Illinois University
1819,,Northern Illinois University
110506,DeKalb,Northern Illinois University
114381,DeKalb,Northern Illinois University
54892,DeKalb,Northern Illinois University
34584,DeKalb,Northern Illinois University
298474,DeKalb,Northern Illinois University
2646,DeKalb,Northern Illinois University
7776,DeKalb,Northern Illinois University
3087,DeKalb,Northern Illinois University
3888,DeKalb,Northern Illinois University
5415,DeKalb,Northern Illinois University
27,DeKalb,Northern Illinois University
408,DeKalb,Northern Illinois University
252320,DeKalb,Northern Illinois University
4698,DeKalb,Northern Illinois University
1232,DeKalb,Northern Illinois University
2807,DeKalb,Northern Illinois University
154,,Northern Illinois University
9050,,Northern Illinois University
260,,Northern Illinois University
156,,Northern Illinois University
27430,DeKalb,Northern Illinois University
95063,DeKalb,Northern Illinois University
17000,DeKalb,Northern Illinois University
39475,Winnebago,Northern Illinois University
800,Sangamon,University of Illinois
5578,Sangamon,University of Illinois
7926,Sangamon,University of Illinois
6085,Sangamon,University of Illinois
7560,Sangamon,University of Illinois
7532,Sangamon,University of Illinois
18670,Sangamon,University of Illinois
7273,Sangamon,University of Illinois
6717,Sangamon,University of Illinois
8318,Sangamon,University of Illinois
7273,Sangamon,University of Illinois
25200,Sangamon,University of Illinois
264,Sangamon,University of Illinois
2948,Sangamon,University of Illinois
988,Sangamon,University of Illinois
22589,Sangamon,University of Illinois
4380,Sangamon,University of Illinois
2895,Sangamon,University of Illinois
941,Sangamon,University of Illinois
3292,Sangamon,University of Illinois
5594,Sangamon,University of Illinois
971,Sangamon,University of Illinois
194994,Sangamon,University of Illinois
198672,Sangamon,University of Illinois
8870,Sangamon,University of Illinois
10080,Sangamon,University of Illinois
224,Sangamon,University of Illinois
32,Sangamon,University of Illinois
9177,Sangamon,University of Illinois
8729,Sangamon,University of Illinois
8729,Sangamon,University of Illinois
8729,Sangamon,University of Illinois
9178,Sangamon,University of Illinois
8729,Sangamon,University of Illinois
8729,Sangamon,University of Illinois
57716,Sangamon,University of Illinois
4904,Sangamon,University of Illinois
4904,Sangamon,University of Illinois
4904,Sangamon,University of Illinois
4904,Sangamon,University of Illinois
4904,Sangamon,University of Illinois
685,Sangamon,University of Illinois
9408,Sangamon,University of Illinois
9408,Sangamon,University of Illinois
9408,Sangamon,University of Illinois
5904,Sangamon,University of Illinois
9704,Sangamon,University of Illinois
9704,Sangamon,University of Illinois
9704,Sangamon,University of Illinois
9704,Sangamon,University of Illinois
137218,Cook,Department of Central Management Services
69641,Cook,Department of Central Management Services
66555,Morgan,Department of Human Services
19747,Morgan,Department of Human Services
16235,Morgan,Department of Human Services
4105,Morgan,Department of Human Services
27465,Morgan,Department of Human Services
24846,Morgan,Department of Human Services
6654,Morgan,Department of Human Services
10378,Morgan,Department of Human Services
1100,Morgan,Department of Human Services
5067,Morgan,Department of Human Services
11850,Morgan,Department of Human Services
25400,Morgan,Department of Human Services
19536,Morgan,Department of Human Services
12600,Morgan,Department of Human Services
16341,Morgan,Department of Human Services
57978,Morgan,Department of Human Services
1375,Morgan,Department of Human Services
56190,Morgan,Department of Human Services
56190,Morgan,Department of Human Services
56190,Morgan,Department of Human Services
36597,Morgan,Department of Human Services
32256,Morgan,Department of Human Services
55742,Morgan,Department of Human Services
18490,Morgan,Department of Human Services
36900,Morgan,Department of Human Services
20000,Morgan,Department of Human Services
10824,Morgan,Department of Human Services
10350,Morgan,Department of Human Services
1050,Morgan,Department of Human Services
216283,Cook,Department of Military Affairs
19324,Adams,Department of Veterans' Affairs
264,Adams,Department of Veterans' Affairs
152,Adams,Department of Veterans' Affairs
6949,Adams,Department of Veterans' Affairs
17115,Adams,Department of Veterans' Affairs
24889,Adams,Department of Veterans' Affairs
5910,Adams,Department of Veterans' Affairs
370,Adams,Department of Veterans' Affairs
5625,Adams,Department of Veterans' Affairs
38680,Adams,Department of Veterans' Affairs
4395,Adams,Department of Veterans' Affairs
38680,Adams,Department of Veterans' Affairs
18286,Adams,Department of Veterans' Affairs
3464,Adams,Department of Veterans' Affairs
17004,Adams,Department of Veterans' Affairs
2200,Adams,Department of Veterans' Affairs
20188,Adams,Department of Veterans' Affairs
32922,Adams,Department of Veterans' Affairs
20188,Adams,Department of Veterans' Affairs
9203,Adams,Department of Veterans' Affairs
